Q61164	PEAKS035236
Q7M6Y2	PEAKS035238
P20263	PEAKS035242
P48432	PEAKS035433
Q80Z64	PEAKS035434
Q9Z1J1	PEAKS035432
P22091	PEAKS035359
Q04207	PEAKS035356
P41183	PEAKS035355
Q04207	PEAKS035358
P41183	PEAKS035357
P37238	PEAKS035289
P37238	PEAKS035290
Q61164	PEAKS035291
Q61164	PEAKS035292
P28033	PEAKS035293
P28033	PEAKS035294
P06537	PEAKS035274
P52633	PEAKS035212
P52633	PEAKS035211
Q61164	PEAKS035261
P22091	PEAKS035259
O09100	PEAKS035260
Q61164	PEAKS035258
P42227	PEAKS035450
P42230	PEAKS035449
Q9WTL8	PEAKS035453
Q9WTL8	PEAKS035452
Q9WTL8	PEAKS035451
Q9WTL8	PEAKS035448
Q9WTL8	PEAKS035447
Q9WTL8	PEAKS035393
P27577	PEAKS035209
Q80UV9	PEAKS035208
P42230	PEAKS035298
P42230	PEAKS035296
P42230	PEAKS035252
P42230	PEAKS035288
P41183	PEAKS035264
P41183	PEAKS035263
P40645	PEAKS035367
P17679	PEAKS035257
Q61164	PEAKS035256
P22091	PEAKS035346
P22091	PEAKS035234
Q62315	PEAKS035226
Q3UXZ9	PEAKS035244
P45448	PEAKS035267
Q9JM73	PEAKS035343
P70324	PEAKS035344
Q62315	PEAKS035342
Q62315	PEAKS035341
Q07802	PEAKS035345
P17433	PEAKS035337
P17433	PEAKS035338
P06876	PEAKS035336
P06876	PEAKS035335
P29037	PEAKS035339
Q8VIG1	PEAKS035216
Q9ES03	PEAKS035270
Q8C6P8	PEAKS035271
Q8C6P8	PEAKS035272
Q00899	PEAKS035198
Q9Z1J1	PEAKS035197
Q80Y84	PEAKS035196
Q61164	PEAKS035195
P45448	PEAKS035220
Q9R1E0	PEAKS036843
Q02650	PEAKS036844
P17679	PEAKS035248
Q9CWW7	PEAKS035225
P59997	PEAKS035224
Q62315	PEAKS035361
O54751	PEAKS035310
O54751	PEAKS035311
P46099	PEAKS035312
P42227	PEAKS035348
P48985	PEAKS035427
P26323	PEAKS035406
O09100	PEAKS035276
O70237	PEAKS035282
P27792	PEAKS035438
P25425	PEAKS035407
P17433	PEAKS035408
Q03347	PEAKS035269
P22091	PEAKS035268
P42227	PEAKS035266
Q8R0K9	PEAKS035265
Q00899	PEAKS035334
Q00899	PEAKS035332
E9Q3T6	PEAKS035333
Q60974	PEAKS035204
Q60974	PEAKS035193
Q3UV55	PEAKS035194
P13297	PEAKS035401
P35583	PEAKS035340
P42228	PEAKS035301
P42230	PEAKS035300
P42232	PEAKS035299
P42230	PEAKS035313
P42230	PEAKS035184
P42232	PEAKS035382
P42232	PEAKS035383
O09100	PEAKS035428
P70340	PEAKS035425
P17679	PEAKS035314
P70340	PEAKS035233
Q60867	PEAKS035430
Q8CF90	PEAKS035429
P15806	PEAKS035410
P15806	PEAKS035411
Q80UV9	PEAKS036874
P29037	PEAKS035409
P42225	PEAKS035347
P42225	PEAKS035280
P42225	PEAKS035279
P42225	PEAKS035278
P42225	PEAKS035277
P42225	PEAKS035281
Q80Z64	PEAKS035199
P20263	PEAKS035201
P48432	PEAKS035200
P70340	PEAKS035203
Q61501	PEAKS035202
Q3UNW5	PEAKS035185
Q61164	PEAKS035186
P17012	PEAKS035187
P42227	PEAKS035188
Q60793	PEAKS035189
Q61539	PEAKS035190
P01108	PEAKS035191
P03966	PEAKS035192
P37238	PEAKS035375
P37238	PEAKS035374
P37238	PEAKS035373
P37238	PEAKS035286
P37238	PEAKS035295
P37238	PEAKS035372
P28700	PEAKS035371
P28700	PEAKS035380
P28700	PEAKS035379
P28700	PEAKS035206
P28700	PEAKS035205
P28700	PEAKS035207
P43241	PEAKS036831
P70255	PEAKS035285
P70255	PEAKS035284
P37238	PEAKS035273
P37238	PEAKS035424
P17433	PEAKS035329
P28033	PEAKS035426
P20263	PEAKS035232
Q62432	PEAKS035230
Q62432	PEAKS035245
Q62432	PEAKS035243
Q3URK3	PEAKS035353
Q3URK3	PEAKS035349
Q3URK3	PEAKS035352
Q3URK3	PEAKS035222
Q3URK3	PEAKS035223
Q3URK3	PEAKS035217
Q61164	PEAKS035308
Q61164	PEAKS035315
Q61164	PEAKS035307
P28033	PEAKS035306
P28033	PEAKS035305
P28033	PEAKS035304
P28033	PEAKS035303
Q00322	PEAKS035302
Q00322	PEAKS035309
P06537	PEAKS035317
P42230	PEAKS035327
P28700	PEAKS035328
P37238	PEAKS035253
P37238	PEAKS035254
Q61164	PEAKS035318
Q61164	PEAKS035316
Q3URK3	PEAKS035390
Q3URK3	PEAKS035404
Q3URK3	PEAKS035391
Q3URK3	PEAKS035392
Q61164	PEAKS035262
Q61164	PEAKS035322
P28700	PEAKS035321
P28700	PEAKS035416
P28700	PEAKS035386
P28700	PEAKS035414
P28700	PEAKS035415
P28700	PEAKS035417
P28705	PEAKS035418
P28705	PEAKS035389
P28705	PEAKS035435
P28705	PEAKS035283
P28705	PEAKS035412
P25425	PEAKS035398
P09631	PEAKS035431
O35261	PEAKS035370
O35261	PEAKS035369
Q9JKD8	PEAKS035297
P42230	PEAKS035378
P42230	PEAKS035376
P42230	PEAKS035377
P42230	PEAKS035287
P42230	PEAKS035413
P11416	PEAKS035350
P11416	PEAKS035351
O35885	PEAKS035363
P23772	PEAKS035219
P23772	PEAKS035218
P23772	PEAKS035365
P23772	PEAKS035364
P23772	PEAKS035221
P23772	PEAKS035366
P23772	PEAKS035394
P23772	PEAKS035395
P26323	PEAKS035396
P26323	PEAKS035246
P26323	PEAKS035384
P27577	PEAKS035387
P23772	PEAKS035385
P23772	PEAKS035388
P23772	PEAKS035446
Q8BGD7	PEAKS035399
Q8BGD7	PEAKS035456
Q01147	PEAKS035457
Q01147	PEAKS035458
Q9JM73	PEAKS035459
Q9JM73	PEAKS035455
P17433	PEAKS036868
P53566	PEAKS036867
P28033	PEAKS036866
P17433	PEAKS036865
Q00196	PEAKS036864
P17433	PEAKS036853
P17433	PEAKS036851
